customer_id,name,dob,nationality,residency_country,jurisdiction_risk,account_type,occupation,source_of_funds,pep_flag,screening_result,device_count,join_date,kyc_status,risk_score,onboarding_decision
d9f195d0-1482-4f53-8201-0c62f5f59b22,Sarah Moore,1969-09-10,Kenya,Kenya,High,Personal,Doctor,Salary,False,Clear,4,2023-12-15,Verified,Medium,Approved
f10c718b-1eb0-438a-a75d-d5af3c365296,Kurt Leonard,1976-10-14,Palau,Palau,Medium,Personal,Software Developer,Business Revenue,False,Potential Match,3,2024-10-15,Verified,Medium,Manual Review
a8499b92-6b52-42e3-94fc-dd549e8fc965,Danielle Wheeler,2000-05-23,Serbia,Serbia,Medium,Personal,Civil Servant,Salary,False,Clear,3,2023-09-13,Verified,Medium,Approved
506e5a9a-b758-488d-ab73-295b344a54b8,Kelly Donovan,1979-03-26,Timor-Leste,Timor-Leste,Medium,Personal,Nightclub Owner,Salary,False,Clear,1,2025-05-15,Verified,Medium,Approved
edd4253b-50f0-4d0a-b50c-ab754ccc9bc2,James Powers,1988-12-31,Armenia,Armenia,Low,Personal,Pawn Broker,Salary,False,Clear,1,2024-05-22,Verified,Low,Approved
19985f15-ff00-4d4d-9020-59e4ff9ab5c2,Angel Ellis,1962-09-06,Ireland,Ireland,Low,Personal,Engineer,Business Revenue,False,Clear,3,2023-05-13,Verified,Medium,Approved
119c4ea3-e180-4081-9958-a499eeea163e,Daniel Baker,1982-06-21,Liechtenstein,Liechtenstein,Low,Personal,Crypto Trader,Cash,False,Clear,1,2024-07-23,Verified,Medium,Approved
4d71c366-b41b-4143-8b10-550cd5704f32,Jaclyn Moore,1983-04-23,Ireland,Ireland,Low,Personal,Pawn Broker,Salary,False,Clear,2,2025-10-13,Verified,Medium,Approved
8dfa6a56-d12d-4c9a-aaf9-15310200b1f0,Victoria Valdez,1981-07-30,Nigeria,Nigeria,High,Personal,Software Developer,Salary,False,Potential Match,2,2023-07-20,Verified,Medium,Manual Review
e3c43657-1d8c-4bac-83b4-09ef2260e70f,Matthew Mcmillan,1956-02-06,Maarten,Sint Maarten,Medium,Personal,Engineer,Crypto,False,Clear,1,2023-03-17,Verified,Medium,Approved
57c700aa-b7b5-4ea7-b5eb-d32d9ad620ab,Juan Nelson,1959-10-23,Brunei,Brunei,Low,Personal,Consultant,Salary,False,Clear,1,2024-02-09,Verified,Low,Approved
e87d1c78-e7c4-41c7-8049-7b717d106c60,Mark Baker,1981-09-04,Sweden,Sweden,Low,Personal,Freelancer,Crypto,False,Clear,2,2024-04-28,Verified,Medium,Approved
5563f616-00e8-4ece-8b49-452d46d483f3,Anna Henderson,2004-07-09,Iceland,Iceland,Low,Personal,Software Developer,Salary,False,Clear,2,2025-05-21,Verified,Low,Approved
b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,Mandy Green,1972-09-30,Lithuania,Lithuania,Low,Personal,Engineer,Inheritance,False,Clear,1,2024-07-25,Verified,Low,Approved
26286bfb-e767-4cea-b0e6-a969e21342b0,Adam Jones,1994-05-26,Lesotho,Lesotho,Medium,Personal,Civil Servant,Inheritance,False,Clear,1,2023-01-24,Verified,Low,Approved
0ab54bde-20a0-4502-ae06-809725e97977,Sandra Aguilar,1977-06-18,Tonga,Tonga,Medium,Personal,Used Car Dealer,Cash,False,Clear,1,2023-10-28,Verified,Medium,Approved
5b9962c6-e61f-4cc0-8a36-8ce7dc570131,Steven Flynn,1971-04-14,Ghana,Ghana,Medium,Personal,Teacher,Salary,False,Clear,1,2023-09-29,Verified,Low,Approved
dfed2c43-e256-46dc-8f54-86b7c7b5b2bc,David Garcia,1990-12-05,Lesotho,Lesotho,Medium,Personal,Doctor,Salary,False,Clear,3,2022-11-06,Verified,Medium,Approved
2999b735-dd56-4c94-bc9a-d14cee0caeb5,Marc Moore,1959-11-12,Slovenia,Slovenia,Low,Personal,Crypto Trader,Business Revenue,False,Clear,2,2024-06-15,Verified,Medium,Approved
ecab3301-bc8f-4d29-adea-94930658663a,Rita Keith,1957-08-03,Mexico,Mexico,Medium,Personal,Teacher,Salary,False,Potential Match,4,2025-06-06,Pending,Medium,Manual Review
3f87e362-cf8d-446a-bc2c-bb0ddd334cc7,Timothy Pham,1999-09-17,Peru,Peru,Medium,Personal,Civil Servant,Cash,False,Clear,1,2025-09-09,Verified,Medium,Approved
787f2425-dbcc-4477-89e9-db0adf465290,Richard Rodriguez,1979-10-14,Bulgaria,Bulgaria,Low,Personal,Consultant,Savings,False,Clear,2,2025-08-02,Verified,Low,Approved
df0f06cb-cb9b-4326-920e-ac174e20fd1a,Robert Stevens,1985-12-18,City,Vatican City,Low,Personal,Crypto Trader,Inheritance,False,Potential Match,1,2024-12-27,Verified,Low,Manual Review
11c58ef0-dd46-4c09-8752-87aa5408f9ac,Alexander Lee,1983-07-19,Malta,Malta,Medium,Personal,Cash Courier,Cash,False,Clear,1,2023-01-18,Verified,Medium,Approved
d7fa2d8d-fb2c-4025-adf4-e62d6651529e,Diana May,1964-01-02,Kuwait,Kuwait,High,Personal,Used Car Dealer,Business Revenue,False,Clear,1,2025-06-22,Verified,Medium,Approved
94a1875d-2db6-4edb-82de-ffccf86c2ca2,Teresa Wilson,1990-08-29,Armenia,Armenia,Low,Business,Cash Courier,Crypto,False,Clear,1,2023-01-16,Verified,High,Manual Review
c9535b63-ba81-4dd9-987e-f3446f3f920c,Deborah Rodriguez,1980-10-12,Taiwan,Taiwan,Low,Personal,Teacher,Business Revenue,False,Clear,1,2024-07-09,Pending,Low,Approved
30a900ad-939b-462d-a645-f129629c2ae3,Larry Dixon,1960-01-13,Polynesia,French Polynesia,Low,Personal,Engineer,Salary,False,Clear,1,2023-04-14,Verified,Low,Approved
afd5dea5-89d7-4d6c-8e77-7f00ecf27e76,Michael Smith,1976-08-09,Taiwan,Taiwan,Low,Business,Civil Servant,Business Revenue,False,Clear,3,2025-06-13,Pending,Medium,Approved
e6697833-b841-40a0-9fe7-71d6d9178793,Erin Edwards,1976-04-12,Maarten,Sint Maarten,Medium,Personal,Consultant,Salary,False,Clear,1,2023-02-12,Pending,Low,Approved
8dedf9fb-4bb0-4f20-b27c-40266703b636,Eric Ortiz,1975-08-24,Lesotho,Lesotho,Medium,Personal,Doctor,Business Revenue,False,Clear,3,2023-05-21,Pending,Medium,Approved
2c8d0e44-e71e-43a6-bf85-bf0ead64b56c,Jason Bentley,1994-07-19,Morocco,Morocco,Medium,Personal,Real Estate Agent,Inheritance,False,Clear,1,2024-11-22,Verified,Medium,Approved
35ce8841-4973-4d6c-8dca-bfb7001a9a8b,Elizabeth Kelley,1978-01-20,Mozambique,Mozambique,High,Business,Doctor,Savings,False,Clear,3,2024-02-09,Verified,High,Manual Review
acf5e81e-7131-4269-b118-e36477097749,Kevin Pena,2004-12-31,Bahrain,Bahrain,Medium,Personal,Doctor,Salary,False,Clear,2,2024-12-23,Verified,Low,Approved
a8aa7158-2b70-4525-bc67-f831cbc84759,John Santana,1975-12-23,Kenya,Kenya,High,Personal,Nightclub Owner,Inheritance,False,Clear,3,2024-07-14,Verified,High,Manual Review
f3b63fe1-d184-4324-97e8-392a55cee5db,Jose Schultz,1958-05-04,Belgium,Belgium,Low,Business,Engineer,Savings,False,Clear,2,2025-03-11,Verified,Medium,Approved
0bd4a990-0640-4e0f-a5b8-fd4b32fa2de8,Megan Walker,1963-11-19,India,India,Medium,Personal,Nightclub Owner,Salary,False,Clear,4,2024-11-15,Verified,Medium,Approved
e2d9de5d-6a18-4e4c-b496-276412a4def0,John Atkinson,1987-03-07,Sri,Sri Lanka,Medium,Personal,Teacher,Inheritance,False,Clear,1,2022-12-17,Verified,Low,Approved
25c73c44-3e75-43b4-a64f-a6637e8f8095,Cheyenne Horton,2005-08-26,Finland,Finland,Low,Personal,Importer/Exporter,Salary,False,Clear,3,2022-11-09,Verified,Medium,Approved
c7468f59-1b49-4e15-a2ad-d909c521bf2d,Abigail Potter,2003-06-19,Madagascar,Madagascar,High,Personal,Teacher,Salary,False,Clear,2,2022-12-06,Verified,Medium,Approved
8eb22579-0cdb-4ca4-b6ec-bdd68498e113,Christopher Rubio,1992-10-07,Cook,Cook Islands,Low,Personal,Doctor,Salary,False,Clear,4,2023-01-31,Verified,Low,Approved
87f8424d-aae6-4fc1-b6f2-dbfecd29a36f,Ryan Bryant,1996-02-04,China,China,High,Personal,Civil Servant,Salary,False,Clear,1,2023-04-18,Verified,Low,Approved
e45b712e-b822-4688-90a4-44329cd6c852,Linda Dodson DVM,1979-09-03,Finland,Finland,Low,Personal,Consultant,Salary,False,Clear,2,2024-01-18,Verified,Low,Approved
dc8aee30-be60-43f7-a8be-9288e5af6e39,Sandra Kelley,1985-05-29,Georgia,Georgia,Medium,Personal,Consultant,Salary,False,Clear,1,2025-07-02,Verified,Low,Approved
c715b2b9-c40c-4d91-86fd-e062a33dc7af,David Wright,1993-09-29,Aruba,Aruba,Medium,Personal,Engineer,Salary,False,Clear,1,2023-07-12,Verified,Low,Approved
3c07c574-4925-4af1-b6aa-e05b13d5f2f7,Lori Hill,1959-08-13,Indonesia,Indonesia,Medium,Personal,Nurse,Salary,False,Clear,3,2024-10-21,Verified,Medium,Approved
620e99d3-3b33-43d8-a69c-d696236c7b87,Francisco Fernandez,1979-12-29,Niue,Niue,Low,Personal,Used Car Dealer,Business Revenue,False,Clear,1,2024-05-16,Verified,Medium,Approved
7746d0ba-8ae8-405b-94b4-a48268586eba,Michelle Brown,1986-06-29,Norway,Norway,Low,Personal,Software Developer,Salary,False,Clear,1,2025-10-25,Verified,Low,Approved
f2311f17-9586-4a76-8511-55ffe7a37e81,Daniel Fisher,1969-02-13,Norway,Norway,Low,Personal,Nurse,Salary,False,Clear,3,2023-02-13,Verified,Low,Approved
f1578470-0182-47c4-ba1b-58066160a6b4,Shannon Cannon,1993-01-15,Korea,South Korea,Low,Personal,Engineer,Business Revenue,False,Clear,1,2025-07-27,Verified,Low,Approved
89c8d2ab-6b44-4a8d-95f2-5073f41402b1,Paul Castaneda,1990-06-17,Latvia,Latvia,Low,Personal,Engineer,Business Revenue,False,Clear,1,2025-08-18,Verified,Low,Approved
45df16b6-382c-443f-bcfc-9b793875394c,Kimberly Morrison,2002-10-12,San,San Marino,Low,Personal,Nightclub Owner,Salary,False,Clear,1,2023-04-12,Verified,Low,Approved
b963f37f-6781-4c1f-8c53-0e36addc3e13,Allen Rogers,1991-04-14,Canada,Canada,Low,Personal,Doctor,Salary,False,Clear,2,2024-11-14,Verified,Low,Approved
e82c7d7b-06e7-45f9-88bc-539c9f4c3b79,John Anderson,1994-02-01,Guyana,Guyana,Medium,Personal,Doctor,Business Revenue,False,Clear,1,2023-06-25,Verified,Low,Approved
dde9f863-22bd-4388-adb9-9102a48b3dbe,Justin Johnson,1986-05-06,Caledonia,New Caledonia,Low,Personal,Pawn Broker,Salary,False,Clear,2,2023-04-07,Verified,Medium,Approved
56666f9f-53ac-4ab9-b467-2cd9362f5e5c,Anthony Gray,1996-08-15,Oman,Oman,Medium,Personal,Nightclub Owner,Savings,False,Clear,1,2025-04-27,Verified,Medium,Approved
d5bcb8d0-4094-4ded-abeb-ac31d4f8fd72,Jamie Walton,1960-01-15,Fiji,Fiji,Medium,Personal,Civil Servant,Salary,False,Clear,2,2023-05-07,Verified,Low,Approved
39669fa7-5997-4043-b3b1-025bfff9f585,Alec Ryan,2004-09-23,Switzerland,Switzerland,Low,Personal,Pawn Broker,Salary,False,Clear,1,2023-06-03,Verified,Low,Approved
3f4df561-f319-4125-87f1-94f9c1156d6d,Rachael Pearson,2000-04-07,Netherlands,Netherlands,Medium,Personal,Crypto Trader,Salary,False,Clear,4,2025-01-05,Verified,Medium,Approved
1d48a071-ab61-47b1-b93b-4c3220500494,Alex Hernandez,1959-09-12,Uruguay,Uruguay,Low,Personal,Software Developer,Salary,False,Clear,4,2023-09-07,Verified,Low,Approved
9b1bc895-2af4-4ab7-9e6f-ea07c4536f1d,Claudia Lyons,1986-05-20,France,France,Low,Business,Crypto Trader,Salary,False,Clear,2,2024-09-06,Verified,Medium,Approved
60141de9-f54a-40a2-a874-66d7ad66a1bd,Alexander Collins,1964-01-28,Monaco,Monaco,Low,Personal,Pawn Broker,Salary,False,Clear,2,2023-10-09,Verified,Medium,Approved
3e2b6091-a092-452a-94a0-57a7b0cc1b3b,Miguel Jones,1976-04-23,Portugal,Portugal,Low,Personal,Crypto Trader,Salary,False,Potential Match,3,2023-12-06,Verified,Medium,Manual Review
cbd58bf6-1efd-46e9-8e37-14af99b49350,Raymond Jefferson,1996-06-02,Vietnam,Vietnam,High,Personal,Crypto Trader,Crypto,False,Clear,1,2024-03-30,Verified,Medium,Approved
a5c5650c-8186-4576-91a7-26095eddbbbf,Dr. Hannah Patterson,2004-10-01,Portugal,Portugal,Low,Personal,Real Estate Agent,Salary,False,Clear,4,2023-09-01,Verified,Medium,Approved
5cb85aed-f5f6-4c97-aefb-63b11b049863,Samuel Short,1995-06-22,Latvia,Latvia,Low,Business,Civil Servant,Salary,False,Potential Match,1,2022-12-31,Verified,Low,Manual Review
859131d2-bbda-4242-ad17-4fc96f7c15ea,Sandra Zimmerman,1985-01-29,Norfolk,Norfolk Island,Low,Personal,Civil Servant,Business Revenue,False,Clear,1,2022-11-14,Pending,Low,Approved
7701f7bb-7bc6-4e1f-864e-e6e389c5b31a,Debra Morton,1968-05-31,Kosovo,Kosovo,Low,Personal,Doctor,Salary,False,Clear,2,2023-03-12,Verified,Low,Approved
ef43613c-d4aa-49a3-bed8-c56cda09dfa0,Nicholas Adams,2001-03-27,Algeria,Algeria,High,Personal,Teacher,Business Revenue,False,Clear,2,2023-04-28,Verified,Medium,Approved
ab0e664e-9c3e-42d5-91e1-aa9676f72255,Stephen Sanchez,2003-10-24,Guernsey,Guernsey,Low,Personal,Software Developer,Salary,False,Clear,1,2023-03-22,Verified,Low,Approved
5ad5cf06-364d-4c87-bcd0-129d2e8d0e87,Allen Rosales,1964-04-19,Palau,Palau,Medium,Personal,Doctor,Savings,False,Clear,1,2025-07-11,Verified,Low,Approved
8e485223-46b9-4991-a14e-b70db380c73a,Gina Beard,1996-01-23,Serbia,Serbia,Medium,Personal,Engineer,Savings,False,Clear,1,2025-06-30,Verified,Low,Approved
8e200724-7d13-4018-a80b-ac63b856d035,Travis Miller,1980-09-01,Rica,Costa Rica,Medium,Business,Software Developer,Salary,False,Clear,3,2025-04-22,Verified,Medium,Approved
046a0df5-cafd-4613-b2bb-912d7da67785,Melissa Brewer,1999-07-08,Iceland,Iceland,Low,Personal,Consultant,Savings,False,Clear,2,2023-11-08,Verified,Low,Approved
5e781fd7-94e0-43ba-a9f9-48b24e6384bb,Daniel Holt,1984-06-02,Republic,Czech Republic,Low,Personal,Crypto Trader,Salary,False,Clear,2,2024-10-26,Verified,Low,Approved
5a104129-54ae-4d1b-8ce6-424dbef59fe6,Joseph Coleman,1960-02-23,Brunei,Brunei,Low,Personal,Nurse,Savings,False,Potential Match,1,2025-04-19,Verified,Low,Manual Review
50c7c006-314d-4441-b8a6-171f1ee34dc4,Denise King,1987-11-12,Caledonia,New Caledonia,Low,Personal,Freelancer,Salary,False,Clear,1,2023-04-10,Verified,Low,Approved
bd1531c8-3764-4bda-b108-d4482f65fafa,Joshua Gill,1983-03-16,Slovakia,Slovakia,Low,Personal,Software Developer,Salary,False,Clear,1,2024-04-20,Verified,Low,Approved
d52721e7-19bc-443e-bb02-bebb48729a4d,Dr. William Warren,1980-08-14,Armenia,Armenia,Low,Personal,Teacher,Salary,False,Clear,1,2024-08-19,Verified,Low,Approved
2067bdac-88bd-43d1-b540-b30e039f3a25,Darren White,2003-08-22,Turkey,Turkey,Medium,Business,Pawn Broker,Business Revenue,False,Clear,1,2023-08-15,Verified,High,Manual Review
a34b6cf6-2053-4a42-b1af-db65b289f224,William Tran,2004-09-14,Portugal,Portugal,Low,Personal,Pawn Broker,Business Revenue,False,Clear,5,2025-07-11,Verified,Medium,Approved
7a8d03aa-782a-45e0-88ca-765192f5df7b,Katherine Salas,1961-08-13,Hong,Hong Kong SAR,Medium,Business,Crypto Trader,Salary,False,Clear,3,2023-11-11,Verified,High,Manual Review
1d34d08e-7a4c-45d4-9c99-e04cf0e98b3b,Cody Williams,1959-12-21,Gibraltar,Gibraltar,Low,Personal,Engineer,Salary,False,Clear,4,2024-06-07,Verified,Low,Approved
26d794d3-0db9-4301-afbb-411aa1235a8c,Jennifer Jones,2004-06-01,Brunei,Brunei,Low,Personal,Nurse,Salary,False,Clear,2,2023-10-20,Verified,Low,Approved
8edddfcd-1e52-4770-bf89-7142fe716b14,Justin Torres,1985-04-16,Tonga,Tonga,Medium,Personal,Teacher,Inheritance,False,Clear,1,2025-03-06,Verified,Low,Approved
61607459-85c7-404b-8693-da1139c6a1ca,Lisa Gibbs,2003-12-12,Samoa,American Samoa,Low,Personal,Engineer,Savings,False,Clear,1,2023-03-06,Verified,Low,Approved
9191b363-4e2d-4645-adc7-cac7fd72b050,Jeremy Dalton,1973-04-21,Switzerland,Switzerland,Low,Personal,Software Developer,Salary,False,Clear,1,2024-12-01,Verified,Low,Approved
a021c0ca-3531-468d-8342-bd2bf295456e,Lisa Singh,1996-11-06,Liechtenstein,Liechtenstein,Low,Personal,Teacher,Salary,False,Clear,1,2023-09-27,Verified,Low,Approved
49c13de7-3b42-46c5-885b-15fb4a8ff810,Jerry Wheeler,1959-05-14,Poland,Poland,Low,Personal,Crypto Trader,Salary,True,Confirmed Hit,1,2023-08-05,Verified,Medium,Manual Review
43b9da13-ec85-4f37-bbc1-a987aff8754d,Michele Gibson,1987-10-31,Bangladesh,Bangladesh,Medium,Personal,Importer/Exporter,Salary,False,Clear,1,2024-05-29,Verified,Low,Approved
1d61fac3-6cd5-4859-b2a4-47b2ef04e57d,Lori Guerrero,1965-08-29,Vanuatu,Vanuatu,Medium,Business,Doctor,Salary,False,Clear,2,2025-02-03,Verified,Medium,Approved
0f44704f-1247-4a4e-a469-98e8d39e198b,Maria Kerr,1984-11-17,Finland,Finland,Low,Personal,Nurse,Salary,False,Clear,1,2024-07-08,Verified,Low,Approved
706c5c56-49e2-423d-abd3-461691b78d8e,Eric Curry,2002-10-04,Gibraltar,Gibraltar,Low,Personal,Teacher,Salary,False,Potential Match,2,2022-12-28,Verified,Low,Manual Review
8a3c3b5e-801e-41da-85b1-ed25f1533ae8,Michael Lyons,1975-06-01,Israel,Israel,Low,Personal,Software Developer,Business Revenue,False,Clear,3,2024-03-14,Verified,Medium,Approved
069f14f1-4018-4c6e-9a8c-fa3c5283aac7,Bobby Williams MD,1972-02-12,Kenya,Kenya,High,Personal,Civil Servant,Business Revenue,False,Clear,4,2023-03-11,Verified,Medium,Approved
054f92ff-f366-4ad4-964d-b03f93403fad,Vernon Huff,1984-02-29,Man,Isle of Man,Low,Personal,Engineer,Salary,False,Clear,2,2024-04-28,Verified,Low,Approved
7135f221-a6c9-437f-84da-d06a7872bdeb,Miss Debra Williams PhD,1980-01-12,Liechtenstein,Liechtenstein,Low,Personal,Nightclub Owner,Business Revenue,False,Clear,1,2025-07-13,Verified,Medium,Approved
292bd156-db94-4570-9ac7-0ec0ab8ddeb4,Gregory Cook,1978-01-03,Sweden,Sweden,Low,Personal,Nightclub Owner,Inheritance,False,Clear,2,2024-03-08,Verified,Medium,Approved
c2b01cfd-d045-4d1c-a684-09e3f1f8343e,Michael Roberts,1975-03-31,Saudi,Saudi Arabia,Medium,Personal,Software Developer,Salary,False,Clear,4,2023-09-23,Verified,Medium,Approved
